Subscriber ID,Show,Episodes Watched,Episode Length (m)
1445,Mad Men,0.18,45
1444,Walking Dead,3.07,40
1444,Lost,1.31,45
1444,Weeds,0.3,30
1444,Mad Men,0.49,45
1444,Lorax,0.13,30
1444,Pony,0.1,30
1443,Walking Dead,3.12,40
1443,Lost,1.18,45
1443,Weeds,0.3,30
1443,Mad Men,0.44,45
1443,Pony,0.13,30
1443,Lorax,0.07,30
1442,Walking Dead,2.68,40
1442,Lost,0.84,45
1442,Weeds,0.27,30
1442,Mad Men,0.44,45
1442,Pony,0.1,30
1442,Lorax,0.07,30
1441,Walking Dead,3.47,40
1441,Lost,1.71,45
1441,Weeds,0.1,30
1441,Pony,0.1,30
1441,Lorax,0.1,30
1441,Mad Men,0.04,45
1440,Walking Dead,2.6,40
1440,Lost,0.67,45
1440,Mad Men,0.4,45
1440,Weeds,0.2,30
1440,Pony,0.03,30
1440,Lorax,0.03,30
1439,Walking Dead,2.95,40
1439,Lost,1.07,45
1439,Pony,0.27,30
1439,Lorax,0.17,30
1439,Weeds,0.13,30
1439,Mad Men,0.04,45
1438,Walking Dead,2.9,40
1438,Lost,1.04,45
1438,Pony,0.23,30
1438,Lorax,0.23,30
1438,Weeds,0.17,30
1438,Mad Men,0.13,45
1437,Walking Dead,3.05,40
1437,Lost,1.36,45
1437,Mad Men,0.44,45
1437,Weeds,0.2,30
1437,Pony,0.1,30
1437,Lorax,0.1,30
1436,Walking Dead,3.32,40
1436,Lost,1.49,45
1436,Weeds,0.1,30
1436,Lorax,0.03,30
1436,Mad Men,0.04,45
1436,Pony,0,30
1435,Walking Dead,3.38,40
1435,Lost,1.56,45
1435,Pony,0.2,30
1435,Lorax,0.13,30
1435,Weeds,0.1,30
1435,Mad Men,0.18,45
1434,Walking Dead,2.75,40
1434,Lost,0.78,45
1434,Weeds,0.27,30
1434,Pony,0.13,30
1434,Lorax,0.13,30
1434,Mad Men,0.22,45
1433,Walking Dead,3.02,40
1433,Lost,1.11,45
1433,Weeds,0.27,30
1433,Mad Men,0.44,45
1433,Lorax,0.2,30
1433,Pony,0.07,30
1432,Walking Dead,2.97,40
1432,Lost,1.02,45
1432,Pony,0.1,30
1432,Lorax,0.1,30
1432,Weeds,0.03,30
1432,Mad Men,0,45
1431,Walking Dead,3.12,40
1431,Lost,1.29,45
1431,Weeds,0.1,30
1431,Mad Men,0.18,45
1431,Pony,0.07,30
1431,Lorax,0.07,30
1430,Walking Dead,3.17,40
1430,Lost,1.16,45
1430,Pony,0.17,30
1430,Lorax,0.13,30
1430,Weeds,0.1,30
1430,Mad Men,0,45
1429,Walking Dead,3.3,40
1429,Lost,1.42,45
1429,Weeds,0.2,30
1429,Pony,0.13,30
1429,Mad Men,0.22,45
1429,Lorax,0.1,30
1428,Walking Dead,3.13,40
1428,Lost,1.24,45
1428,Lorax,0.17,30
1428,Weeds,0.13,30
1428,Pony,0.13,30
1428,Mad Men,0.04,45
1427,Walking Dead,2.73,40
1427,Lost,0.82,45
1427,Weeds,0.2,30
1427,Mad Men,0.36,45
1427,Pony,0.17,30
1427,Lorax,0.1,30
1426,Walking Dead,2.8,40
1426,Lost,0.93,45
1426,Weeds,0.2,30
1426,Mad Men,0.31,45
1426,Pony,0.13,30
1426,Lorax,0.1,30
1425,Walking Dead,3.23,40
1425,Lost,1.42,45
1425,Lorax,0.2,30
1425,Weeds,0.1,30
1425,Pony,0.1,30
1425,Mad Men,0.09,45
1424,Walking Dead,3,40
1424,Lost,1.13,45
1424,Pony,0.2,30
1424,Lorax,0.2,30
1424,Weeds,0.03,30
1424,Mad Men,0.04,45
1423,Walking Dead,2.58,40
1423,Lost,0.8,45
1423,Weeds,0.2,30
1423,Mad Men,0.22,45
1423,Lorax,0.07,30
1423,Pony,0.03,30
1422,Walking Dead,2.83,40
1422,Lost,0.98,45
1422,Weeds,0.27,30
1422,Mad Men,0.44,45
1422,Lorax,0.17,30
1422,Pony,0.13,30
1421,Walking Dead,3.23,40
1421,Lost,1.44,45
1421,Lorax,0.17,30
1421,Weeds,0.13,30
1421,Pony,0.13,30
1421,Mad Men,0.18,45
1420,Walking Dead,3.23,40
1420,Lost,1.51,45
1420,Weeds,0.23,30
1420,Pony,0.17,30
1420,Mad Men,0.31,45
1420,Lorax,0.13,30
1419,Walking Dead,3.2,40
1419,Lost,1.44,45
1419,Weeds,0.13,30
1419,Pony,0.1,30
1419,Mad Men,0.13,45
1419,Lorax,0.07,30
1418,Walking Dead,3.25,40
1418,Lost,1.31,45
1418,Pony,0.23,30
1418,Lorax,0.13,30
1418,Weeds,0.03,30
1418,Mad Men,0,45
1417,Walking Dead,3.15,40
1417,Lost,1.44,45
1417,Mad Men,0.93,45
1417,Weeds,0.47,30
1417,Pony,0.17,30
1417,Lorax,0.1,30
1416,Walking Dead,3.03,40
1416,Lost,1.09,45
1416,Mad Men,0.36,45
1416,Weeds,0.17,30
1416,Lorax,0.13,30
1416,Pony,0.07,30
1415,Walking Dead,2.7,40
1415,Lost,0.82,45
1415,Mad Men,0.8,45
1415,Weeds,0.4,30
1415,Pony,0.17,30
1415,Lorax,0.1,30
1414,Walking Dead,2.8,40
1414,Lost,1.04,45
1414,Lorax,0.2,30
1414,Weeds,0.13,30
1414,Mad Men,0.22,45
1414,Pony,0.1,30
1413,Walking Dead,3.45,40
1413,Lost,1.62,45
1413,Pony,0.1,30
1413,Lorax,0.1,30
1413,Weeds,0.03,30
1413,Mad Men,0,45
1412,Walking Dead,3.2,40
1412,Lost,1.31,45
1412,Weeds,0.27,30
1412,Mad Men,0.44,45
1412,Pony,0.1,30
1412,Lorax,0.03,30
1411,Walking Dead,2.72,40
1411,Lost,0.69,45
1411,Lorax,0.23,30
1411,Pony,0.13,30
1411,Weeds,0.07,30
1411,Mad Men,0.09,45
1410,Walking Dead,2.48,40
1410,Lost,0.42,45
1410,Weeds,0.27,30
1410,Pony,0.17,30
1410,Lorax,0.13,30
1410,Mad Men,0.18,45
1409,Walking Dead,2.87,40
1409,Lost,1.07,45
1409,Mad Men,0.71,45
1409,Weeds,0.33,30
1409,Lorax,0.2,30
1409,Pony,0.17,30
1408,Walking Dead,3.17,40
1408,Lost,1.4,45
1408,Weeds,0.27,30
1408,Mad Men,0.4,45
1408,Pony,0.1,30
1408,Lorax,0.03,30
1407,Walking Dead,3.12,40
1407,Lost,1.27,45
1407,Weeds,0.17,30
1407,Pony,0.17,30
1407,Lorax,0.1,30
1407,Mad Men,0.18,45
1406,Walking Dead,3.13,40
1406,Lost,1.2,45
1406,Weeds,0.1,30
1406,Pony,0.1,30
1406,Lorax,0.07,30
1406,Mad Men,0,45
1405,Walking Dead,2.83,40
1405,Lost,1.04,45
1405,Weeds,0.3,30
1405,Mad Men,0.27,45
1405,Lorax,0.13,30
1405,Pony,0.1,30
1404,Walking Dead,3.08,40
1404,Lost,1.16,45
1404,Lorax,0.2,30
1404,Pony,0.13,30
1404,Mad Men,0.22,45
1404,Weeds,0.1,30
1403,Walking Dead,3.27,40
1403,Lost,1.44,45
1403,Weeds,0.2,30
1403,Pony,0.13,30
1403,Lorax,0.13,30
1403,Mad Men,0.18,45
1402,Walking Dead,2.95,40
1402,Lost,0.98,45
1402,Weeds,0.23,30
1402,Pony,0.1,30
1402,Mad Men,0.13,45
1402,Lorax,0.07,30
1401,Walking Dead,2.87,40
1401,Lost,0.98,45
1401,Pony,0.17,30
1401,Mad Men,0.27,45
1401,Weeds,0.13,30
1401,Lorax,0.07,30
1400,Walking Dead,3.08,40
1400,Lost,1.31,45
1400,Weeds,0.3,30
1400,Mad Men,0.58,45
1400,Lorax,0.17,30
1400,Pony,0.03,30
1399,Walking Dead,2.53,40
1399,Lost,0.44,45
1399,Pony,0.1,30
1399,Mad Men,0.13,45
1399,Weeds,0.07,30
1399,Lorax,0.03,30
1398,Walking Dead,3,40
1398,Lost,1.2,45
1398,Lorax,0.17,30
1398,Weeds,0.13,30
1398,Pony,0.1,30
1398,Mad Men,0.18,45
1397,Walking Dead,3.05,40
1397,Lost,1.09,45
1397,Weeds,0.2,30
1397,Pony,0.2,30
1397,Lorax,0.2,30
1397,Mad Men,0.27,45
1396,Walking Dead,2.85,40
1396,Lost,1.02,45
1396,Weeds,0.43,30
1396,Mad Men,0.58,45
1396,Pony,0.1,30
1396,Lorax,0.03,30
1395,Walking Dead,2.83,40
1395,Lost,1.02,45
1395,Weeds,0.3,30
1395,Pony,0.23,30
1395,Mad Men,0.44,45
1395,Lorax,0.2,30
1394,Walking Dead,2.9,40
1394,Lost,1.04,45
1394,Weeds,0.13,30
1394,Mad Men,0.22,45
1394,Lorax,0.1,30
1394,Pony,0.07,30
1393,Walking Dead,2.67,40
1393,Lost,0.84,45
1393,Lorax,0.17,30
1393,Weeds,0.13,30
1393,Pony,0.07,30
1393,Mad Men,0.09,45
1392,Walking Dead,2.78,40
1392,Lost,0.96,45
1392,Pony,0.2,30
1392,Lorax,0.17,30
1392,Weeds,0.03,30
1392,Mad Men,0,45
1391,Walking Dead,2.8,40
1391,Lost,0.89,45
1391,Weeds,0.27,30
1391,Mad Men,0.31,45
1391,Pony,0.07,30
1391,Lorax,0.03,30
1390,Walking Dead,2.8,40
1390,Lost,0.84,45
1390,Lorax,0.17,30
1390,Pony,0.13,30
1390,Weeds,0.1,30
1390,Mad Men,0.18,45
1389,Walking Dead,2.82,40
1389,Lost,0.89,45
1389,Weeds,0.3,30
1389,Mad Men,0.58,45
1389,Pony,0.2,30
1389,Lorax,0.13,30
1388,Walking Dead,3.3,40
1388,Lost,1.47,45
1388,Lorax,0.13,30
1388,Weeds,0.07,30
1388,Pony,0.07,30
1388,Mad Men,0,45
1387,Walking Dead,3.08,40
1387,Lost,1.13,45
1387,Pony,0.23,30
1387,Lorax,0.13,30
1387,Mad Men,0.09,45
1387,Weeds,0.03,30
1386,Walking Dead,3.13,40
1386,Lost,1.24,45
1386,Weeds,0.17,30
1386,Pony,0.13,30
1386,Lorax,0.13,30
1386,Mad Men,0.22,45
1385,Walking Dead,2.88,40
1385,Lost,1.24,45
1385,Weeds,0.27,30
1385,Mad Men,0.44,45
1385,Pony,0.1,30
1385,Lorax,0.1,30
1384,Walking Dead,2.73,40
1384,Lost,0.91,45
1384,Weeds,0.3,30
1384,Mad Men,0.58,45
1384,Pony,0.1,30
1384,Lorax,0.07,30
1383,Walking Dead,3.07,40
1383,Lost,1.2,45
1383,Pony,0.33,30
1383,Weeds,0.3,30
1383,Mad Men,0.53,45
1383,Lorax,0.27,30
1382,Walking Dead,3.05,40
1382,Lost,1.13,45
1382,Weeds,0.17,30
1382,Mad Men,0.31,45
1382,Pony,0.07,30
1382,Lorax,0.07,30
1381,Walking Dead,2.58,40
1381,Lost,0.69,45
1381,Weeds,0.4,30
1381,Mad Men,0.44,45
1381,Pony,0.2,30
1381,Lorax,0.2,30
1380,Walking Dead,3.07,40
1380,Lost,1.27,45
1380,Pony,0.13,30
1380,Weeds,0.1,30
1380,Mad Men,0.13,45
1380,Lorax,0.07,30
1379,Walking Dead,3.35,40
1379,Lost,1.53,45
1379,Weeds,0.4,30
1379,Mad Men,0.67,45
1379,Pony,0.07,30
1379,Lorax,0.07,30
1378,Walking Dead,3,40
1378,Lost,1.07,45
1378,Pony,0.1,30
1378,Weeds,0.07,30
1378,Lorax,0.03,30
1378,Mad Men,0,45
1377,Walking Dead,2.98,40
1377,Lost,1.07,45
1377,Pony,0.37,30
1377,Lorax,0.23,30
1377,Weeds,0.1,30
1377,Mad Men,0,45
1376,Walking Dead,2.78,40
1376,Lost,0.87,45
1376,Lorax,0.23,30
1376,Pony,0.2,30
1376,Weeds,0.1,30
1376,Mad Men,0.13,45
1375,Walking Dead,3.2,40
1375,Lost,1.44,45
1375,Weeds,0.17,30
1375,Pony,0.17,30
1375,Lorax,0.17,30
1375,Mad Men,0.13,45
1374,Walking Dead,2.8,40
1374,Lost,1.09,45
1374,Weeds,0.4,30
1374,Mad Men,0.76,45
1374,Lorax,0.13,30
1374,Pony,0.1,30
1373,Walking Dead,3.03,40
1373,Lost,1.22,45
1373,Weeds,0.23,30
1373,Mad Men,0.31,45
1373,Pony,0.1,30
1373,Lorax,0.1,30
1372,Walking Dead,2.82,40
1372,Lost,0.87,45
1372,Weeds,0.3,30
1372,Mad Men,0.53,45
1372,Pony,0.17,30
1372,Lorax,0.07,30
1371,Walking Dead,3.2,40
1371,Lost,1.38,45
1371,Pony,0.07,30
1371,Lorax,0.07,30
1371,Weeds,0.03,30
1371,Mad Men,0,45
1370,Walking Dead,3.12,40
1370,Lost,1.36,45
1370,Weeds,0.33,30
1370,Mad Men,0.49,45
1370,Lorax,0.2,30
1370,Pony,0.13,30
1369,Walking Dead,2.93,40
1369,Lost,1.2,45
1369,Pony,0.17,30
1369,Lorax,0.13,30
1369,Weeds,0.07,30
1369,Mad Men,0,45
1368,Walking Dead,3.02,40
1368,Lost,1.07,45
1368,Weeds,0.1,30
1368,Pony,0.1,30
1368,Lorax,0.07,30
1368,Mad Men,0.09,45
1367,Walking Dead,3.08,40
1367,Lost,1.22,45
1367,Mad Men,0.31,45
1367,Weeds,0.13,30
1367,Pony,0.03,30
1367,Lorax,0.03,30
1366,Walking Dead,2.7,40
1366,Lost,0.98,45
1366,Weeds,0.33,30
1366,Mad Men,0.58,45
1366,Lorax,0.23,30
1366,Pony,0.13,30
1365,Walking Dead,3.03,40
1365,Lost,1.2,45
1365,Weeds,0.37,30
1365,Mad Men,0.71,45
1365,Pony,0.1,30
1365,Lorax,0.03,30
1364,Walking Dead,2.87,40
1364,Lost,1.11,45
1364,Mad Men,0.27,45
1364,Weeds,0.1,30
1364,Pony,0.1,30
1364,Lorax,0.07,30
1363,Walking Dead,2.67,40
1363,Lost,0.89,45
1363,Weeds,0.27,30
1363,Mad Men,0.4,45
1363,Lorax,0.17,30
1363,Pony,0.07,30
1362,Walking Dead,3.22,40
1362,Lost,1.4,45
1362,Weeds,0.27,30
1362,Mad Men,0.44,45
1362,Lorax,0.13,30
1362,Pony,0.07,30
1361,Walking Dead,2.72,40
1361,Lost,0.76,45
1361,Weeds,0.1,30
1361,Lorax,0.1,30
1361,Pony,0.07,30
1361,Mad Men,0.04,45
1360,Walking Dead,2.93,40
1360,Lost,0.98,45
1360,Lorax,0.2,30
1360,Pony,0.17,30
1360,Weeds,0.13,30
1360,Mad Men,0.09,45
1359,Walking Dead,3.02,40
1359,Lost,1.09,45
1359,Mad Men,0.4,45
1359,Pony,0.2,30
1359,Weeds,0.17,30
1359,Lorax,0.13,30
1358,Walking Dead,3.08,40
1358,Lost,1.22,45
1358,Pony,0.1,30
1358,Weeds,0.07,30
1358,Lorax,0.03,30
1358,Mad Men,0.04,45
1357,Walking Dead,3.17,40
1357,Lost,1.27,45
1357,Pony,0.27,30
1357,Weeds,0.23,30
1357,Lorax,0.23,30
1357,Mad Men,0.27,45
1356,Walking Dead,2.9,40
1356,Lost,1.02,45
1356,Weeds,0.27,30
1356,Mad Men,0.4,45
1356,Pony,0.17,30
1356,Lorax,0.1,30
1355,Walking Dead,3.15,40
1355,Lost,1.27,45
1355,Weeds,0.1,30
1355,Pony,0.1,30
1355,Lorax,0.07,30
1355,Mad Men,0.04,45
1354,Walking Dead,3.28,40
1354,Lost,1.29,45
1354,Lorax,0.17,30
1354,Pony,0.1,30
1354,Weeds,0.03,30
1354,Mad Men,0,45
1353,Walking Dead,3.22,40
1353,Lost,1.31,45
1353,Weeds,0.17,30
1353,Pony,0.17,30
1353,Lorax,0.13,30
1353,Mad Men,0.13,45
1352,Walking Dead,3.15,40
1352,Lost,1.16,45
1352,Weeds,0.13,30
1352,Pony,0.13,30
1352,Lorax,0.07,30
1352,Mad Men,0,45
1351,Walking Dead,2.58,40
1351,Lost,0.78,45
1351,Weeds,0.3,30
1351,Mad Men,0.44,45
1351,Pony,0.13,30
1351,Lorax,0.1,30
1350,Walking Dead,3.25,40
1350,Lost,1.49,45
1350,Mad Men,0.27,45
1350,Weeds,0.1,30
1350,Pony,0.07,30
1350,Lorax,0.07,30
1349,Walking Dead,2.68,40
1349,Lost,0.96,45
1349,Weeds,0.47,30
1349,Mad Men,0.76,45
1349,Pony,0.17,30
1349,Lorax,0.07,30
1348,Walking Dead,3.1,40
1348,Lost,1.38,45
1348,Mad Men,0.53,45
1348,Weeds,0.27,30
1348,Pony,0.1,30
1348,Lorax,0.1,30
1347,Walking Dead,2.93,40
1347,Lost,1,45
1347,Pony,0.1,30
1347,Lorax,0.07,30
1347,Mad Men,0,45
1347,Weeds,0,30
1346,Walking Dead,3.33,40
1346,Lost,1.58,45
1346,Pony,0.33,30
1346,Lorax,0.23,30
1346,Weeds,0.1,30
1346,Mad Men,0.04,45
1345,Walking Dead,3.13,40
1345,Lost,1.47,45
1345,Weeds,0.27,30
1345,Mad Men,0.49,45
1345,Pony,0.2,30
1345,Lorax,0.1,30
1344,Walking Dead,3,40
1344,Lost,1.11,45
1344,Weeds,0.07,30
1344,Lorax,0.07,30
1344,Mad Men,0.09,45
1344,Pony,0.03,30
1343,Walking Dead,3.08,40
1343,Lost,1.09,45
1343,Weeds,0.17,30
1343,Mad Men,0.22,45
1343,Pony,0.07,30
1343,Lorax,0.03,30
1342,Walking Dead,2.62,40
1342,Lost,0.73,45
1342,Weeds,0.27,30
1342,Mad Men,0.49,45
1342,Pony,0.13,30
1342,Lorax,0.1,30
1341,Walking Dead,3.43,40
1341,Lost,1.58,45
1341,Weeds,0.2,30
1341,Mad Men,0.31,45
1341,Lorax,0.1,30
1341,Pony,0.03,30
1340,Walking Dead,2.67,40
1340,Lost,0.91,45
1340,Mad Men,0.8,45
1340,Weeds,0.4,30
1340,Lorax,0.1,30
1340,Pony,0.07,30
1339,Walking Dead,2.67,40
1339,Lost,0.78,45
1339,Weeds,0.17,30
1339,Pony,0.17,30
1339,Lorax,0.13,30
1339,Mad Men,0.22,45
1338,Walking Dead,2.82,40
1338,Lost,0.98,45
1338,Weeds,0.37,30
1338,Mad Men,0.62,45
1338,Pony,0.13,30
1338,Lorax,0.13,30
1337,Walking Dead,3.28,40
1337,Lost,1.51,45
1337,Weeds,0.17,30
1337,Mad Men,0.31,45
1337,Lorax,0.13,30
1337,Pony,0.07,30
1336,Walking Dead,2.9,40
1336,Lost,1.02,45
1336,Mad Men,0.62,45
1336,Weeds,0.27,30
1336,Pony,0.17,30
1336,Lorax,0.1,30
1335,Walking Dead,3.48,40
1335,Lost,1.51,45
1335,Pony,0.2,30
1335,Lorax,0.17,30
1335,Mad Men,0,45
1335,Weeds,0,30
1334,Walking Dead,2.93,40
1334,Lost,1.13,45
1334,Weeds,0.3,30
1334,Lorax,0.2,30
1334,Mad Men,0.36,45
1334,Pony,0.17,30
1333,Walking Dead,3.1,40
1333,Lost,1.24,45
1333,Weeds,0.1,30
1333,Mad Men,0.13,45
1333,Pony,0.03,30
1333,Lorax,0.03,30
1332,Walking Dead,3.02,40
1332,Lost,1,45
1332,Pony,0.23,30
1332,Weeds,0.17,30
1332,Lorax,0.17,30
1332,Mad Men,0.22,45
1331,Walking Dead,2.72,40
1331,Lost,0.87,45
1331,Weeds,0.23,30
1331,Lorax,0.2,30
1331,Mad Men,0.36,45
1331,Pony,0.1,30
1330,Walking Dead,2.73,40
1330,Lost,0.84,45
1330,Mad Men,0.53,45
1330,Weeds,0.23,30
1330,Pony,0.1,30
1330,Lorax,0.07,30
1329,Walking Dead,2.52,40
1329,Lost,0.62,45
1329,Weeds,0.23,30
1329,Mad Men,0.44,45
1329,Pony,0.17,30
1329,Lorax,0.1,30
1328,Walking Dead,2.93,40
1328,Lost,1.02,45
1328,Weeds,0.23,30
1328,Mad Men,0.4,45
1328,Pony,0.13,30
1328,Lorax,0.13,30
1327,Walking Dead,2.87,40
1327,Lost,1,45
1327,Weeds,0.07,30
1327,Pony,0.07,30
1327,Lorax,0.07,30
1327,Mad Men,0.04,45
1326,Walking Dead,3.5,40
1326,Lost,1.69,45
1326,Mad Men,0.76,45
1326,Weeds,0.33,30
1326,Lorax,0.2,30
1326,Pony,0.1,30
1325,Walking Dead,3.28,40
1325,Lost,1.31,45
1325,Pony,0.27,30
1325,Weeds,0.17,30
1325,Lorax,0.13,30
1325,Mad Men,0.04,45
1324,Walking Dead,2.83,40
1324,Lost,0.91,45
1324,Pony,0.23,30
1324,Lorax,0.17,30
1324,Weeds,0.13,30
1324,Mad Men,0.09,45
1323,Walking Dead,2.78,40
1323,Lost,0.96,45
1323,Weeds,0.37,30
1323,Mad Men,0.71,45
1323,Lorax,0.1,30
1323,Pony,0.07,30
1322,Walking Dead,2.73,40
1322,Lost,0.84,45
1322,Weeds,0.33,30
1322,Mad Men,0.44,45
1322,Pony,0.07,30
1322,Lorax,0.07,30
1321,Walking Dead,3.63,40
1321,Lost,1.98,45
1321,Pony,0.27,30
1321,Weeds,0.2,30
1321,Lorax,0.17,30
1321,Mad Men,0.13,45
1320,Walking Dead,2.82,40
1320,Lost,1.04,45
1320,Weeds,0.3,30
1320,Mad Men,0.49,45
1320,Lorax,0.2,30
1320,Pony,0.07,30
1319,Walking Dead,2.7,40
1319,Lost,0.78,45
1319,Weeds,0.17,30
1319,Pony,0.17,30
1319,Lorax,0.13,30
1319,Mad Men,0.22,45
1318,Walking Dead,2.97,40
1318,Lost,1.16,45
1318,Weeds,0.43,30
1318,Mad Men,0.62,45
1318,Pony,0,30
1318,Lorax,0,30
1317,Walking Dead,3.05,40
1317,Lost,1.13,45
1317,Pony,0.23,30
1317,Lorax,0.17,30
1317,Mad Men,0.09,45
1317,Weeds,0.03,30
1316,Walking Dead,3.18,40
1316,Lost,1.4,45
1316,Pony,0.2,30
1316,Lorax,0.2,30
1316,Weeds,0.03,30
1316,Mad Men,0,45
1315,Walking Dead,3.13,40
1315,Lost,1.33,45
1315,Weeds,0.3,30
1315,Mad Men,0.4,45
1315,Pony,0.17,30
1315,Lorax,0.13,30
1314,Walking Dead,3.13,40
1314,Lost,1.22,45
1314,Mad Men,0.4,45
1314,Weeds,0.2,30
1314,Pony,0.13,30
1314,Lorax,0.1,30
1313,Walking Dead,3.02,40
1313,Lost,1.18,45
1313,Weeds,0.17,30
1313,Pony,0.03,30
1313,Mad Men,0.04,45
1313,Lorax,0,30
1312,Walking Dead,3.17,40
1312,Lost,1.36,45
1312,Weeds,0.27,30
1312,Mad Men,0.4,45
1312,Pony,0.13,30
1312,Lorax,0.07,30
1311,Walking Dead,2.87,40
1311,Lost,0.98,45
1311,Pony,0.27,30
1311,Lorax,0.2,30
1311,Weeds,0.13,30
1311,Mad Men,0.18,45
1310,Walking Dead,3.37,40
1310,Lost,1.56,45
1310,Weeds,0.27,30
1310,Mad Men,0.4,45
1310,Pony,0.2,30
1310,Lorax,0.13,30
1309,Walking Dead,3.65,40
1309,Lost,1.8,45
1309,Weeds,0.1,30
1309,Pony,0.1,30
1309,Lorax,0.07,30
1309,Mad Men,0,45
1308,Walking Dead,2.93,40
1308,Lost,1.11,45
1308,Weeds,0.13,30
1308,Mad Men,0.22,45
1308,Pony,0.1,30
1308,Lorax,0.03,30
1307,Walking Dead,2.85,40
1307,Lost,0.96,45
1307,Lorax,0.17,30
1307,Weeds,0.1,30
1307,Pony,0.1,30
1307,Mad Men,0.09,45
1306,Walking Dead,2.83,40
1306,Lost,0.96,45
1306,Weeds,0.27,30
1306,Mad Men,0.44,45
1306,Lorax,0.07,30
1306,Pony,0,30
1305,Walking Dead,2.98,40
1305,Lost,1.09,45
1305,Pony,0.17,30
1305,Lorax,0.13,30
1305,Weeds,0.1,30
1305,Mad Men,0.18,45
1304,Walking Dead,2.83,40
1304,Lost,1,45
1304,Lorax,0.13,30
1304,Weeds,0.1,30
1304,Mad Men,0.13,45
1304,Pony,0.07,30
1303,Walking Dead,2.85,40
1303,Lost,0.91,45
1303,Weeds,0.3,30
1303,Mad Men,0.27,45
1303,Pony,0.07,30
1303,Lorax,0.03,30
1302,Walking Dead,3.33,40
1302,Lost,1.49,45
1302,Weeds,0.23,30
1302,Pony,0.07,30
1302,Lorax,0.07,30
1302,Mad Men,0.09,45
1301,Walking Dead,2.78,40
1301,Lost,0.89,45
1301,Weeds,0.33,30
1301,Mad Men,0.44,45
1301,Lorax,0.17,30
1301,Pony,0.07,30
1300,Walking Dead,2.88,40
1300,Lost,1.09,45
1300,Weeds,0.33,30
1300,Mad Men,0.62,45
1300,Pony,0.17,30
1300,Lorax,0.1,30
1299,Walking Dead,3.1,40
1299,Lost,1.16,45
1299,Lorax,0.2,30
1299,Pony,0.17,30
1299,Weeds,0.1,30
1299,Mad Men,0.04,45
1298,Walking Dead,2.95,40
1298,Lost,1.18,45
1298,Mad Men,0.53,45
1298,Weeds,0.27,30
1298,Pony,0.2,30
1298,Lorax,0.13,30
1297,Walking Dead,2.78,40
1297,Lost,0.76,45
1297,Weeds,0.1,30
1297,Mad Men,0.13,45
1297,Pony,0.07,30
1297,Lorax,0.07,30
1296,Walking Dead,3.35,40
1296,Lost,1.56,45
1296,Weeds,0.3,30
1296,Mad Men,0.31,45
1296,Pony,0.13,30
1296,Lorax,0.13,30
1295,Walking Dead,3,40
1295,Lost,1.09,45
1295,Mad Men,0.58,45
1295,Weeds,0.27,30
1295,Pony,0.03,30
1295,Lorax,0.03,30
1294,Walking Dead,2.88,40
1294,Lost,1.02,45
1294,Weeds,0.3,30
1294,Mad Men,0.49,45
1294,Pony,0.1,30
1294,Lorax,0.07,30
1293,Walking Dead,2.87,40
1293,Lost,0.93,45
1293,Weeds,0.33,30
1293,Mad Men,0.36,45
1293,Pony,0.1,30
1293,Lorax,0.03,30
1292,Walking Dead,3.13,40
1292,Lost,1.24,45
1292,Pony,0.2,30
1292,Lorax,0.17,30
1292,Weeds,0.13,30
1292,Mad Men,0.22,45
1291,Walking Dead,2.68,40
1291,Lost,0.76,45
1291,Lorax,0.2,30
1291,Pony,0.17,30
1291,Weeds,0.03,30
1291,Mad Men,0,45
1290,Walking Dead,2.9,40
1290,Lost,1,45
1290,Lorax,0.17,30
1290,Pony,0.13,30
1290,Weeds,0.07,30
1290,Mad Men,0.09,45
1289,Walking Dead,3.07,40
1289,Lost,1.18,45
1289,Weeds,0.2,30
1289,Mad Men,0.27,45
1289,Pony,0.03,30
1289,Lorax,0,30
1288,Walking Dead,3.12,40
1288,Lost,1.33,45
1288,Weeds,0.3,30
1288,Mad Men,0.44,45
1288,Pony,0.07,30
1288,Lorax,0.07,30
1287,Walking Dead,3.12,40
1287,Lost,1.29,45
1287,Pony,0.23,30
1287,Mad Men,0.44,45
1287,Weeds,0.2,30
1287,Lorax,0.17,30
1286,Walking Dead,3.25,40
1286,Lost,1.4,45
1286,Weeds,0.33,30
1286,Mad Men,0.49,45
1286,Pony,0.17,30
1286,Lorax,0.17,30
1285,Walking Dead,3.1,40
1285,Lost,1.22,45
1285,Pony,0.3,30
1285,Lorax,0.27,30
1285,Weeds,0.2,30
1285,Mad Men,0.13,45
1284,Walking Dead,2.77,40
1284,Lost,0.96,45
1284,Weeds,0.33,30
1284,Mad Men,0.58,45
1284,Pony,0.27,30
1284,Lorax,0.17,30
1283,Walking Dead,3.22,40
1283,Lost,1.44,45
1283,Pony,0.2,30
1283,Mad Men,0.27,45
1283,Weeds,0.13,30
1283,Lorax,0.13,30
1282,Walking Dead,3.5,40
1282,Lost,1.76,45
1282,Lorax,0.27,30
1282,Weeds,0.23,30
1282,Mad Men,0.4,45
1282,Pony,0.2,30
1281,Walking Dead,2.57,40
1281,Lost,0.91,45
1281,Lorax,0.17,30
1281,Pony,0.13,30
1281,Mad Men,0.09,45
1281,Weeds,0.03,30
1280,Walking Dead,2.88,40
1280,Lost,0.96,45
1280,Weeds,0.27,30
1280,Pony,0.27,30
1280,Mad Men,0.36,45
1280,Lorax,0.17,30
